branch;client_id
Singapore;185040
Amsterdam;141690
Seoul;112410
Canberra;135310
Ottawa;126170
Amsterdam;138680
Washington;128260
Canberra;121910
bern;165990
Stockholm;174980
Singapore;152630
Seoul;144130
Paris;171820
Stockholm;113970
London;190910
Seoul;191120
Seoul;148830
Washington;149370
Canberra;185550
Berlin;133100
Amsterdam;180360
Singapore;121440
London;103620
Tokyo;108460
London;195210
Washington;141280
Bern;117920
Canberra;157670
Amsterdam;146800
Singapore;188160
PARIS;145920
Ottawa;112810
Washington;155980
Ottawa;111970
Canberra;169810
BERN;160210
Bern;155570
Amsterdam;192560
Berlin;159030
;162420
Tokyo;177220
Bern;197240
Paris;165430
 Washington ;165070
Paris;103070
Bern;188980
Seoul;169270
Paris;195780
Amsterdam;125970
Paris;128230
Paris;198170
Singapore;140690
Tokyo;149710
London;142270
Berlin;147780
Ottawa;158850
LONDON;168370
Canberra;139590
Ottawa;199350
Stockholm;182410
Paris;134950
Canberra;106840
Bern;138120
Washington;184090
Amsterdam;193130
Seoul;159860
Stockholm;191950
Canberra;184350
Singapore;157970
Ottawa;146610
Amsterdam;185440
Washington;191740
Stockholm;185830
Ottawa;113340
Seoul;113440
Singapore;141860
Amsterdam;153000
Bern;160730
Tokyo;121540
Ottawa;120200
ottawa;105390
Singapore;139930
Singapore;106880
 Stockholm ;168790
Ottawa;147610
Stockholm;145450
Stockholm;101200
Tokyo;185060
Stockholm;167500
Washington;194150
Washington;105690
Singapore;149280
Canberra;195720
Canberra;138820
Ottawa;189710
Washington;140990
Amsterdam;169290
Canberra;117390
Ottawa;110250
Berlin;112870
Amsterdam;109650
Berlin;172160
London;161920
Canberra;118080
Canberra;143760
Paris;168310
 Washington ;147440
Paris;108120
stockholm;102950
Bern;148820
Seoul;125750
Berlin;170640
Amsterdam;122090
Berlin;148660
Amsterdam;176830
Seoul;186170
Bern;130280
Canberra;129110
Washington;167400
Amsterdam;114850
Stockholm;167270
Bern;125050
LONDON;103200
Bern;110260
Berlin;189550
 Bern ;143570
London;100830
 Berlin ;163990
Tokyo;196300
London;119090
Washington;112760
Washington;135820
Ottawa;163670
Singapore;176110
Paris;104500
Stockholm;168330
Ottawa;111200
Amsterdam;106290
London;150490
London;108700
ottawa;177100
 Ottawa ;129350
Singapore;124020
SINGAPORE;136610
Ottawa;127210
London;112080
Tokyo;169600
Bern;144590
BERN;172940
Berlin;176960
Berlin;125310
Ottawa;122840
Paris;141450
Ottawa;194600
Amsterdam;128090
Amsterdam;185160
Singapore;142970
Washington;105360
London;193870
Ottawa;138100
Tokyo;169970
Canberra;105820
London;190970
Stockholm;129090
Ottawa;121170
Seoul;171910
Washington;138070
Tokyo;180250
Stockholm;193520
Berlin;179250
Seoul;178720
Tokyo;152500
 Amsterdam ;195600
Ottawa;120220
London;171310
TOKYO;193560
Ottawa;150910
Bern;161570
Stockholm;152740
Seoul;139250
Canberra;134820
Berlin;136440
Ottawa;185940
Canberra;124160
Ottawa;190700
Berlin;182680
Paris;121800
Ottawa;135760
Washington;
Paris;102800
Tokyo;195420
Seoul;189530
Canberra;147270
Singapore;129700
Berlin;116620
Bern;123530
Tokyo;188510
Canberra;110170
Amsterdam;191180
Ottawa;173290
Ottawa;108410
Ottawa;116480
Stockholm;184370
Singapore;153080
Tokyo;178840
London;165250
Ottawa;183300
Singapore;107480
 Seoul ;169540
London;177920
Singapore;105250
Stockholm;150970
Canberra;178180
Amsterdam;149400
Washington;117610
Amsterdam;150990
Tokyo;176200
Washington;154760
Ottawa;139640
Stockholm;140150
Washington;183710
London;155120
London;175850
Washington;185610
Amsterdam;196160
SEOUL;170310
Stockholm;183990
SINGAPORE;156990
Stockholm;178590
Amsterdam;115600
Bern;109580
BERLIN;194220
Tokyo;118640
Singapore;167250
Canberra;162690
Canberra;188170
Paris;100720
Amsterdam;149570
 Ottawa ;197080
Seoul;176120
Amsterdam;108540
Stockholm;130920
Tokyo;185220
Seoul;109610
Bern;190040
 Canberra ;190050
Washington;173080
Amsterdam;136150
Bern;142120
Amsterdam;135700
Canberra;103080
London;121590
Singapore;101090
Ottawa;173720
Washington;114570
Washington;159150
Tokyo;103550
Berlin;182570
Washington;115980
Amsterdam;140800
London;182270
Tokyo;109720
Canberra;177520
Canberra;166950
;185820
Amsterdam;118030
Tokyo;193070
Seoul;100210
Bern;107820
Berlin;126080
London;136170
Bern;139400
Canberra;117710
Seoul;101050
Paris;130530
Stockholm;166230
Amsterdam;157750
Ottawa;139830
Canberra;136860
Tokyo;197990
London;163920
TOKYO;169200
Tokyo;171470
Ottawa;113380
Paris;178330
Amsterdam;128160
 Tokyo ;133390
Paris;129410
 CANBERRA ;120900
Amsterdam;166290
Canberra;155760
Washington;113360
Paris;101590
Stockholm;117260
Singapore;122050
Washington;175170
Seoul;169930
TOKYO;146430
Seoul;144490
Paris;105800
Paris;184610
Tokyo;185340
Canberra;106110
Stockholm;176100
Berlin;182260
Berlin;152560
 Stockholm ;183440
Berlin;163850
Bern;118000
London;119340
Canberra;193670
Berlin;184990
Amsterdam;108380
;171070
Paris;199280
Bern;106450
Bern;165610
Canberra;179390
Amsterdam;148590
Washington;110860
Washington;121870
Amsterdam;175790
Seoul;125910
PARIS;109920
London;108300
Seoul;175640
 Stockholm ;150730
London;148850
Washington;141300
 BERLIN ;131420
Singapore;109870
London;112110
Stockholm;131470
Tokyo;178320
Bern;192830
Ottawa;145490
Canberra;180820
Berlin;112130
Ottawa;103470
Singapore;123170
Bern;120150
Amsterdam;131750
Bern;194870
Amsterdam;175620
Stockholm;184550
Paris;167140
;150150
paris;185700
 Tokyo ;184420
Paris;183520
Ottawa;119650
 Ottawa ;131480
Singapore;137640
Paris;127850
Tokyo;199110
Canberra;175370
Singapore;144650
Ottawa;146210
Seoul;153770
Stockholm;185410
London;113870
London;152420
Canberra;171980
Bern;115080
Singapore;126590
Seoul;172350
Seoul;188180
Stockholm;152150
SINGAPORE;192580
Stockholm;126960
Ottawa;151300
Bern;162610
London;169160
Singapore;166780
Washington;165380
Seoul;165760
Ottawa;122440
Seoul;146280
PARIS;116590
Paris;
Tokyo;132550
London;121330
Seoul;112580
Singapore;154610
Paris;190470
Singapore;142370
Seoul;148290
Tokyo;136050
Ottawa;138560
Ottawa;183670
Seoul;184720
Canberra;192940
Ottawa;121520
Singapore;146560
Canberra;103110
Stockholm;191070
Bern;120310
 singapore ;186700
Canberra;128680
Seoul;101510
Stockholm;135170
Ottawa;151990
London;122540
 Amsterdam ;153790
Paris;185850
Paris;168190
Bern;169630
Amsterdam;115190
Tokyo;172150
Berlin;173960
Washington;123820
Seoul;143660
Canberra;197830
 London ;197210
Singapore;129210
Berlin;163830
bern;142820
Stockholm;151270
Canberra;151550
Tokyo;176490
Ottawa;168140
BERN;137980
Seoul;172070
Paris;175950
Paris;137400
Ottawa;145850
Tokyo;177540
Tokyo;161900
Paris;196770
Canberra;173350
London;178160
Ottawa;119580
Seoul;168450
Washington;140460
Washington;119690
Canberra;176430
Bern;141400
Washington;168160
Paris;164340
Amsterdam;165730
Washington;175140
Paris;100550
Amsterdam;196870
 Berlin ;128170
Ottawa;155640
Washington;180720
;168810
Singapore;138320
;131400
Tokyo;175380
Ottawa;179790
London;107050
Berlin;164900
Ottawa;149360
Tokyo;195030
 Paris ;140100
Bern;137720
Stockholm;132480
Singapore;175420
Tokyo;182190
Tokyo;105470
Washington;113040
Berlin;144020
Amsterdam;134120
Singapore;103440
Ottawa;100490
Singapore;175010
Bern;151190
Tokyo;125030
Berlin;170360
Ottawa;175030
Ottawa;160480
Amsterdam;138360
London;180490
Singapore;129510
Ottawa;185530
BERLIN;192230
Ottawa;140280
 Ottawa ;167280
Ottawa;109450
Tokyo;197160
Tokyo;105850
Seoul;139160
Canberra;159130
Seoul;192790
Bern;117230
Singapore;153390
Paris;186160
Amsterdam;165130
Paris;199220
Seoul;198060
Amsterdam;192780
Stockholm;148390
Amsterdam;120250
Berlin;131260
washington;111210
Washington;165390
Stockholm;168240
Seoul;181560
Ottawa;147980
Tokyo;115290
London;163580
Ottawa;157900
Seoul;157730
SINGAPORE;177410
London;139720
Stockholm;141580
Berlin;116050
;191310
Bern;174900
Amsterdam;122970
Singapore;187470
Singapore;183390
Stockholm;134890
Paris;112030
London;146140
Seoul;101430
Amsterdam;198480
Canberra;158440
Canberra;182740
Stockholm;100400
Canberra;103150
Ottawa;143620
 Washington ;133640
Tokyo;178770
Bern;
Canberra;130490
tokyo;181980
Washington;139310
Washington;159700
Berlin;183930
Canberra;107740
Ottawa;136450
Seoul;123130
Canberra;155240
Bern;161220
Singapore;177750
Canberra;119080
Berlin;115010
Bern;158800
Berlin;148160
London;106240
Stockholm;195530
Bern;
Paris;147090
SEOUL;185080
Seoul;176700
Singapore;144480
Seoul;114970
 Canberra ;175350
Berlin;140030
London;129370
Canberra;148320
Singapore;131880
London;140570
Seoul;185090
Tokyo;188050
Bern;148440
Stockholm;187220
Seoul;101600
Amsterdam;129540
;177610
Paris;111130
Amsterdam;183640
Berlin;180860
Paris;178580
Canberra;127480
Seoul;114980
Berlin;191650
 London ;170330
London;152050
Bern;106200
Seoul;153270
Amsterdam;177680
Seoul;
Paris;155420
Washington;119890
Canberra;164230
Canberra;150640
 Tokyo ;128450
TOKYO;145650
Paris;174460
Seoul;120840
Washington;103120
Stockholm;154890
 Ottawa ;111820
Seoul;132060
Ottawa;168890
Bern;125300
Tokyo;157320
AMSTERDAM;110680
Singapore;187550
Bern;187200
Amsterdam;198620
Washington;111520
Seoul;123100
London;110220
London;119510
Seoul;175390
Berlin;108920
Paris;152710
Berlin;155340
Stockholm;175230
Singapore;105950
Amsterdam;159010
Tokyo;116970
Bern;152220
Berlin;167090
Singapore;148990
Amsterdam;154380
Singapore;136590
Tokyo;139180
Stockholm;103670
Amsterdam;160260
Paris;125990
Washington;136540
Bern;166370
Amsterdam;126810
Seoul;154850
London;171130
london;153630
London;107140
Berlin;169130
;179220
Ottawa;174130
Singapore;142840
Canberra;190830
Paris;180940
Ottawa;147410
Amsterdam;166760
Washington;104760
 London ;150810
Canberra;141160
Stockholm;189930
Singapore;157590
seoul;143910
tokyo;199240
Singapore;
Paris;166530
Bern;147590
Tokyo;131140
 Singapore ;189880
Paris;150870
 Washington ;171610
Washington;134440
 Paris ;153570
;135180
Singapore;124630
Canberra;164170
Singapore;116510
Amsterdam;193440
 Bern ;131560
Amsterdam;176060
Seoul;112730
Washington;170450
Ottawa;146470
Paris;157370
Seoul;129800
Canberra;153830
Washington;118460
Canberra;110150
Stockholm;127250
Washington;117370
Amsterdam;188770
Canberra;139540
Stockholm;137740
London;165030
Ottawa;159750
Bern;193660
Washington;142560
 Canberra ;120600
Stockholm;189000
Ottawa;123750
London;102260
Bern;172830
Tokyo;195360
Singapore;179530
Canberra;100500
 London ;102120
Singapore;199050
Canberra;179320
Amsterdam;144280
Washington;153470
 Ottawa ;199920
Canberra;169960
Tokyo;185380
Berlin;131950
Stockholm;104410
London;155800
Tokyo;157280
;146320
Singapore;161000
Canberra;144690
Amsterdam;124890
Seoul;128590
Washington;140790
Canberra;172170
Amsterdam;156370
Tokyo;199790
Tokyo;142100
Berlin;115250
Stockholm;157710
 London ;135830
Seoul;113750
Stockholm;152120
London;173650
washington;196230
Tokyo;157020
Amsterdam;125520
Bern;118090
London;136820
Singapore;189060
Paris;188130
Stockholm;122650
Bern;142180
Singapore;134430
Bern;141900
Stockholm;182280
Seoul;197500
London;192180
Berlin;132410
Paris;156070
Stockholm;136570
Ottawa;197740
bern;150330
Canberra;168620
Berlin;120950
Paris;169470
Bern;150210
Bern;109490
stockholm;133440
Bern;163190
Paris;141430
London;128310
Paris;189900
Amsterdam;194470
Canberra;183800
Bern;174240
Paris;143170
Tokyo;160160
stockholm;178120
Canberra;151500
 Stockholm ;130220
Seoul;171660
Canberra;136220
Bern;161980
Seoul;190080
Washington;194100
Berlin;106830
Singapore;185200
Stockholm;183470
Canberra;155370
Bern;169140
Paris;143530
Ottawa;152370
Tokyo;116850
Stockholm;185030
Paris;163540
Canberra;159740
WASHINGTON;146180
Canberra;148960
Bern;188090
Amsterdam;113350
Bern;147500
Berlin;156550
Stockholm;168100
London;133740
Canberra;198190
;199710
Canberra;180130
Bern;164790
Tokyo;100120
London;174530
Washington;174070
Tokyo;105510
Paris;176760
Stockholm;180880
 Seoul ;102420
Canberra;164660
Amsterdam;179930
Stockholm;101320
Berlin;129580
 Ottawa ;151780
Ottawa;158380
Singapore;190360
 Canberra ;166380
tokyo;116130
Bern;160120
Berlin;162210
London;129280
Singapore;192480
Stockholm;118700
Amsterdam;
Washington;108100
Amsterdam;144310
Berlin;180540
Canberra;115850
;158550
Paris;189170
Seoul;147140
London;152660
Ottawa;114440
Berlin;112590
Stockholm;199120
London;136380
Washington;168220
London;136310
Washington;112500
Amsterdam;144300
Stockholm;164400
Tokyo;164250
Bern;188870
Paris;127610
London;192050
Seoul;195440
Ottawa;140070
bern;105040
Seoul;185890
Bern;106350
Bern;185420
Amsterdam;155230
Amsterdam;141070
Canberra;134540
Stockholm;155450
Seoul;154300
Ottawa;183610
Berlin;192670
Berlin;125800
Canberra;186560
Stockholm;172970
Bern;146580
Singapore;189650
London;136710
 Paris ;183230
Singapore;167940
Stockholm;161890
Amsterdam;170900
Stockholm;154950
Paris;110450
Tokyo;122460
Ottawa;145790
Canberra;111620
Bern;161660
Singapore;112800
Ottawa;174610
Singapore;135980
Washington;101710
Bern;188470
 Canberra ;161250
Tokyo;101170
Paris;147560
 Paris ;179510
Paris;131710
Singapore;163810
Stockholm;129970
Berlin;108530
Canberra;154050
Paris;127090
Tokyo;124450
Amsterdam;166960
Bern;147110
Ottawa;169410
London;186700
Ottawa;140580
Amsterdam;166570
Washington;149310
Berlin;194720
Singapore;137930
Amsterdam;131670
Berlin;197960
Canberra;196580
Paris;174180
Bern;176180
Seoul;154740
Bern;196930
Berlin;195070
Berlin;113130
Stockholm;137950
Stockholm;180980
London;131540
Paris;115480
Seoul;118850
Paris;177010
Bern;196650
Tokyo;164740
Amsterdam;169120
Seoul;113160
 London ;184110
Tokyo;128640
Canberra;120570
London;125730
Stockholm;162680
Singapore;142590
Washington;185540
ottawa;107760
Canberra;104040
Ottawa;124350
Berlin;170410
Tokyo;128040
London;167220
Bern;159350
Paris;114550
Ottawa;156590
Stockholm;153040
Ottawa;152360
Stockholm;194390
Stockholm;195920
Ottawa;113090
Amsterdam;150280
Berlin;199830
Singapore;161960
Ottawa;165690
Paris;176230
Ottawa;111100
 Singapore ;144010
Canberra;144890
Canberra;100240
Seoul;105830
Berlin;125450
 Singapore ;160000
 Ottawa ;183750
Tokyo;174120
Canberra;154870
Canberra;100870
Singapore;139670
Canberra;102520
Paris;153960
Stockholm;171440
London;
Seoul;112970
Bern;152270
Canberra;129400
Stockholm;100520
Ottawa;192490
Ottawa;146070
Amsterdam;119950
 BERLIN ;133180
London;156950
Berlin;156350
Bern;140920
Stockholm;113250
Paris;134450
SINGAPORE;123200
Seoul;148610
 OTTAWA ;130860
Washington;139790
SINGAPORE;113840
Stockholm;154710
Stockholm;189190
Singapore;185540
Tokyo;148620
Canberra;198830
Paris;126820
Berlin;133940
Canberra;123430
Canberra;105610
Bern;140520
Seoul;104200
Canberra;169670
Bern;198220
Amsterdam;138600
Singapore;164460
Seoul;173210
Singapore;142530
Berlin;181300
Stockholm;197570
washington;128000
Washington;124640
Seoul;167770
Tokyo;174780
Paris;101490
London;177910
Bern;128820
Berlin;162130
Washington;171760
Washington;196880
Amsterdam;169380
Amsterdam;164880
London;154930
Singapore;170290
Ottawa;172640
Amsterdam;102920
Paris;109190
London;182500
Canberra;171680
Singapore;183080
Amsterdam;169880
Canberra;188910
Bern;135410
Tokyo;119440
Stockholm;195770
 Bern ;147040
Berlin;192840
 OTTAWA ;123850
Tokyo;138090
Stockholm;119760
Washington;137320
Ottawa;146940
Berlin;110510
Stockholm;175180
Stockholm;152310
London;166110
Bern;161020
Berlin;178740
Singapore;110740
Berlin;119020
Singapore;141810
Washington;149850
canberra;183130
Seoul;118560
Seoul;168460
Tokyo;186930
Stockholm;166240
Washington;182990
Canberra;113320
 Canberra ;120610
Singapore;104010
london;199740
Stockholm;164010
Paris;189640
Amsterdam;158020
Singapore;112720
Stockholm;174270
 Berlin ;108790
Singapore;191280
Bern;165170
TOKYO;148580
Tokyo;100650
Tokyo;126120
Tokyo;142060
Tokyo;108030
Amsterdam;184830
Washington;115490
Tokyo;159110
Seoul;104140
Paris;196550
Berlin;127260
London;154160
Bern;148260
Amsterdam;191410
Bern;136190
Washington;158330
Singapore;111530
London;112650
Tokyo;178440
stockholm;163590
Washington;132740
 Seoul ;115370
London;148170
 Amsterdam ;129570
Seoul;158620
Bern;137380
Tokyo;124730
Bern;193230
Bern;126160
Paris;135960
Singapore;187840
Berlin;153450
CANBERRA;156560
Paris;181410
 Washington ;121750
Tokyo;194820
LONDON;144630
Singapore;173150
London;139570
Paris;156430
Singapore;172340
Canberra;192370
Amsterdam;106890
Amsterdam;195760
Amsterdam;103420
Washington;145680
Seoul;196100
London;119990
Singapore;141100
Washington;166310
Paris;148810
Tokyo;180410
Ottawa;124300
Ottawa;115880
Berlin;140830
Stockholm;107550
Amsterdam;147800
Ottawa;171970
Washington;169890
 Washington ;170560
Paris;154630
Singapore;124150
 Washington ;158130
Bern;109100
Washington;109930
Bern;125420
London;157520
Tokyo;102170
Stockholm;145250
Paris;122210
Bern;162550
Singapore;162780
Amsterdam;146580
Ottawa;160430
 Bern ;160040
London;111680
Tokyo;107240
Singapore;129560
Ottawa;163430
Berlin;142010
Stockholm;102860
Canberra;115810
 Berlin ;173830
Singapore;179890
 Tokyo ;120350
Tokyo;155950
Amsterdam;173760
Tokyo;148000
Bern;140120
 Singapore ;165150
Ottawa;196250
Seoul;106590
 Amsterdam ;140490
STOCKHOLM;158640
London;168090
Ottawa;165500
 Bern ;164280
Stockholm;104480
Amsterdam;116080
Berlin;141110
Singapore;127360
Tokyo;111990
Seoul;160280
Amsterdam;162140
Washington;144370
Canberra;195230
Ottawa;109950
Bern;170120
London;102230
Bern;173280
London;112840
PARIS;185880
 Washington ;146370
Bern;149690
Berlin;172320
Canberra;119400
Singapore;109330
Bern;167890
Canberra;132040
 Washington ;110060
Berlin;175710
Berlin;122450
Canberra;178810
Paris;112460
Bern;132290
Tokyo;127220
Tokyo;139390
Stockholm;187150
Seoul;170930
London;100810
Bern;144880
Paris;110500
Berlin;173820
Bern;182830
Berlin;115940
Paris;192760
Berlin;155390
Paris;107710
London;191460
Seoul;144000
Amsterdam;133990
;164650
Paris;127330
Paris;137830
Singapore;167440
Ottawa;133220
Washington;196310
Ottawa;159530
Amsterdam;104690
Paris;178350
Paris;197520
Amsterdam;159140
 Berlin ;134740
Amsterdam;193680
Canberra;107730
 Berlin ;150430
Amsterdam;103180
Canberra;101470
 Amsterdam ;130320
Singapore;134420
Stockholm;117530
London;159820
Canberra;130790
Paris;174590
Singapore;190950
Washington;196960
Seoul;148280
Paris;151850
Amsterdam;121460
Canberra;171290
Ottawa;175490
Paris;153290
London;160020
Ottawa;117140
Seoul;181330
Berlin;180290
Paris;139210
Tokyo;111490
Washington;163860
Bern;119980
London;101370
Paris;175300
London;150540
Washington;170300
Bern;105120
Bern;134400
Paris;108870
Washington;174840
Amsterdam;127240
 Stockholm ;165940
London;186600
Paris;140720
Paris;152880
Stockholm;174620
Singapore;112300
Canberra;143250
 Bern ;174510
Ottawa;199950
Ottawa;197540
Berlin;138020
Amsterdam;135770
Bern;165970
Bern;126430
Ottawa;190610
Seoul;127900
Berlin;181340
;150470
Canberra;112460
Bern;152890
London;138720
Stockholm;165360
Singapore;156410
Stockholm;188500
Seoul;122770
Seoul;138750
 Berlin ;112100
Bern;104340
Amsterdam;121680
Berlin;124580
London;199750
Canberra;131720
Stockholm;180800
Washington;172860
Washington;123160
Stockholm;143590
Berlin;157640
Tokyo;120590
Seoul;169910
SEOUL;168210
London;108810
Seoul;142500
Tokyo;109210
Washington;
Stockholm;174970
Amsterdam;174860
Singapore;179040
Paris;108620
Stockholm;132850
Canberra;138830
Singapore;141500
Ottawa;104210
London;177350
Amsterdam;107770
Singapore;186430
Berlin;128730
 Tokyo ;153210
London;134520
Tokyo;102740
Singapore;174320
Washington;130970
Tokyo;198390
Paris;133200
Singapore;112900
Ottawa;135340
Tokyo;162720
Canberra;121140
Canberra;187510
Amsterdam;182620
Tokyo;130950
Canberra;133290
Tokyo;168510
Washington;144910
 Washington ;115240
;159870
Ottawa;187850
Canberra;155510
Amsterdam;172180
Bern;124440
bern;164350
Canberra;166890
London;178850
Paris;132790
Ottawa;115340
Singapore;138140
Washington;186070
Paris;186660
Bern;189620
Ottawa;124330
Bern;175540
Ottawa;178100
Seoul;130900
Washington;172920
Bern;197590
Stockholm;188280
Berlin;199290
Stockholm;157310
STOCKHOLM;190560
Singapore;143130
Tokyo;128580
Bern;182980
Bern;199730
Singapore;178690
Ottawa;166210
Paris;125790
Ottawa;136090
Canberra;112400
London;154420
Ottawa;112050
Amsterdam;189740
Bern;170980
Amsterdam;181670
Ottawa;146460
Canberra;107880
Ottawa;147210
Stockholm;108210
Bern;185210
Amsterdam;123930
Seoul;185750
Bern;196090
Amsterdam;128630
Washington;189440
Paris;179140
Paris;168470
Paris;149530
Berlin;195150
Amsterdam;165740
Berlin;149720
BERLIN;118590
BERLIN;195980
Ottawa;163680
Ottawa;148710
Singapore;166350
Canberra;138450
stockholm;161010
Stockholm;134800
Bern;109030
Paris;141590
Ottawa;168930
Seoul;109250
STOCKHOLM;133140
Berlin;163640
Singapore;197680
Seoul;178520
Canberra;156130
Paris;179090
Amsterdam;112770
Bern;161710
Amsterdam;109750
Seoul;136870
Singapore;178130
Ottawa;190580
Tokyo;163470
 Canberra ;185260
London;108820
Seoul;137990
London;155320
Washington;113140
Stockholm;198730
Ottawa;149180
Berlin;182960
Seoul;165010
Canberra;151660
Amsterdam;135370
Stockholm;145610
Amsterdam;118660
Seoul;196050
Paris;134050
Ottawa;122620
Paris;157890
 London ;137330
Singapore;195510
Ottawa;142740
Paris;178910
Amsterdam;115540
London;100450
Stockholm;132950
Paris;148970
Berlin;145310
Amsterdam;192420
Seoul;118870
Singapore;156900
Bern;184120
Amsterdam;138200
Bern;108420
London;139560
Berlin;128430
Canberra;194920
London;171990
Washington;183840
Seoul;135630
Amsterdam;123840
Stockholm;181570
 Seoul ;164360
Canberra;169190
Paris;170390
Amsterdam;126610
London;107680
 Tokyo ;155470
Amsterdam;193900
Singapore;165020
Canberra;158590
Bern;116730
London;135290
Singapore;166810
amsterdam;120360
Amsterdam;102270
London;194360
Canberra;155860
Seoul;189110
Stockholm;112350
Berlin;188150
Ottawa;173190
Bern;187630
London;182320
Seoul;189310
Paris;177440
Singapore;194270
Washington;168380
Bern;116950
Washington;168500
Paris;152790
Washington;138570
Bern;116720
London;143810
Washington;168590
Berlin;184880
Bern;149300
Berlin;128930
Stockholm;103970
Amsterdam;159340
Stockholm;191020
Canberra;155530
Amsterdam;164940
Ottawa;149680
 Bern ;157360
Washington;107830
 Amsterdam ;176640
Singapore;160070
Ottawa;103400
Singapore;123040
Washington;173910
Singapore;140770
Canberra;152960
Canberra;129530
Amsterdam;112170
Canberra;132670
Seoul;103350
Tokyo;127930
Canberra;157990
ottawa;144170
Washington;123270
Tokyo;160190
Washington;138290
Berlin;160960
Tokyo;108520
Ottawa;182940
London;130480
Washington;184780
Stockholm;109080
Bern;192310
Singapore;176850
 Stockholm ;160570
Amsterdam;160170
Washington;121740
Canberra;185300
Amsterdam;166190
Bern;185570
Stockholm;178380
Amsterdam;133130
Ottawa;149520
Berlin;135900
Berlin;185190
Bern;135550
Bern;118720
Washington;170740
Seoul;116330
Tokyo;116490
Bern;110100
Tokyo;191850
Seoul;145390
London;194010
Singapore;
Canberra;134880
Canberra;143290
Bern;105090
Berlin;199870
Paris;107950
LONDON;114030
Bern;113580
Washington;147820
Ottawa;125330
Washington;124910
Paris;169900
Washington;116710
Amsterdam;130390
TOKYO;128900
Stockholm;157080
Stockholm;121200
London;123770
Stockholm;165120
London;103920
Washington;177470
Berlin;199210
Tokyo;125350
canberra;111740
London;154990
Berlin;121950
London;134240
Berlin;107420
Paris;144610
Washington;117550
Ottawa;191160
Singapore;106510
London;194190
London;123210
Amsterdam;165370
Canberra;129500
Seoul;161820
Berlin;178370
London;161530
Amsterdam;179650
Amsterdam;121380
Ottawa;119210
Berlin;112670
 Washington ;172060
London;108150
CANBERRA;130430
Tokyo;136120
Amsterdam;198360
Ottawa;161930
Amsterdam;161690
Berlin;119820
Washington;174940
Washington;193390
Canberra;120830
Paris;146730
Amsterdam;135300
Stockholm;166490
Washington;199970
Bern;137130
Singapore;170530
Ottawa;125190
Stockholm;165040
Amsterdam;197370
London;139040
SINGAPORE;119770
Singapore;171360
Paris;165080
Canberra;185680
Washington;118750
Seoul;175330
Canberra;157040
Amsterdam;152570
Bern;190780
Berlin;165410
Ottawa;113000
Tokyo;148930
London;118070
Canberra;117240
Amsterdam;129100
Bern;101390
Singapore;114920
;129030
stockholm;166900
Paris;133240
Amsterdam;109320
London;166630
Paris;109570
Ottawa;103700
Ottawa;167810
Canberra;183160
CANBERRA;185170
Amsterdam;143670
Ottawa;115590
London;182580
Amsterdam;117590
;182350
Berlin;177860
London;135710
Canberra;140990
Canberra;168720
London;187430
Singapore;162180
Tokyo;145280
London;121280
Ottawa;113180
 Washington ;179970
Berlin;111260
Singapore;183770
 Tokyo ;174570
Berlin;177830
Paris;168120
Amsterdam;122270
Seoul;109500
Stockholm;152920
London;189370
Tokyo;187380
London;167110
Ottawa;117400
singapore;192990
Ottawa;139860
 Bern ;178000
Bern;168270
Tokyo;191750
Singapore;160690
Washington;118270
Singapore;111070
Ottawa;119880
Ottawa;159000
Stockholm;132830
London;135690
Amsterdam;120530
London;150920
Amsterdam;168040
London;114660
Bern;180450
Stockholm;127590
London;135870
Paris;151720
Seoul;164680
Amsterdam;135220
Washington;136110
Stockholm;161480
London;123520
London;100430
Tokyo;141680
 London ;140140
Singapore;128440
Tokyo;150080
Singapore;131200
Washington;133560
Washington;151030
Singapore;184390
Stockholm;154490
Seoul;101820
Singapore;188120
Tokyo;193810
Seoul;196260
Amsterdam;114320
Ottawa;109390
Seoul;175070
Seoul;111250
Ottawa;134110
Canberra;104790
Washington;136750
Stockholm;126110
Washington;162190
Washington;194480
Bern;198850
Paris;132090
Tokyo;148210
Amsterdam;198630
Seoul;145990
OTTAWA;188730
Berlin;131040
 Amsterdam ;185400
Ottawa;103140
Bern;113650
Washington;113060
London;104550
London;144290
Amsterdam;165840
Amsterdam;185360
Singapore;127730
London;108930
 seoul ;147160
Tokyo;144710
Singapore;147940
Tokyo;116370
Canberra;183980
London;115730
Bern;193980
Berlin;136720
Ottawa;195860
Canberra;159770
Singapore;186490
Ottawa;184660
Washington;196000
 Tokyo ;150240
Bern;149770
 Ottawa ;170190
Bern;138930
 amsterdam ;196170
Berlin;187940
London;104430
Canberra;155060
Ottawa;163770
Washington;105370
 Tokyo ;100580
Stockholm;110720
Washington;100960
Bern;175910
Singapore;121030
Seoul;128130
Bern;137900
Stockholm;158160
Singapore;146670
Ottawa;166850
Canberra;
Washington;135320
Tokyo;160340
Amsterdam;145160
Stockholm;185970
Canberra;110620
Washington;173630
Ottawa;104870
Singapore;133460
Bern;186510
Amsterdam;112090
Stockholm;193820
Washington;160470
Singapore;186380
Canberra;161780
Stockholm;166990
Berlin;125050
Washington;154150
Canberra;187740
Berlin;128060
Singapore;103570
Amsterdam;149960
Bern;160720
Singapore;117600
Amsterdam;196860
Amsterdam;137370
Singapore;189350
Bern;193080
Stockholm;137170
 London ;169620
Singapore;109070
Paris;167600
